State,Year,Quarter,District,Registered_users,App_opens,Region
assam,2021,4,Jorhat ,145111,3579873,North Central Region
assam,2020,1,Tinsukia ,86763,1282869,North Central Region
assam,2020,1,Lakhimpur ,56008,785121,North Central Region
assam,2020,1,Kamrup ,95973,1613524,North Central Region
assam,2020,1,Kokrajhar ,36818,569117,North Central Region
assam,2020,1,Karbi Anglong ,35507,514264,North Central Region
assam,2020,1,Sivasagar ,49024,644624,North Central Region
assam,2020,1,Dibrugarh ,104663,1399074,North Central Region
assam,2020,1,South Salmara Mancachar ,16486,297348,North Central Region
assam,2020,1,Nagaon ,129371,1719084,North Central Region
assam,2020,1,Dhubri ,62477,923560,North Central Region
assam,2020,1,Golaghat ,62401,835307,North Central Region
assam,2020,1,Udalguri ,35735,504891,North Central Region
assam,2020,1,Majuli ,8656,118586,North Central Region
assam,2020,1,Sonitpur ,105050,1716133,North Central Region
assam,2020,1,Hojai ,41444,575026,North Central Region
assam,2020,1,Marigaon ,59197,772607,North Central Region
assam,2020,1,Chirang ,21489,347015,North Central Region
assam,2020,1,Cachar ,111470,1644803,North Central Region
assam,2020,1,Nalbari ,44217,630077,North Central Region
assam,2020,1,West Karbi Anglong ,7470,109574,North Central Region
assam,2020,1,Dhemaji ,43124,632345,North Central Region
assam,2020,1,Karimganj ,54439,737148,North Central Region
assam,2020,1,Bongaigaon ,51420,810199,North Central Region
assam,2020,1,Dima Hasao ,14831,249950,North Central Region
assam,2020,1,Baksa ,46215,701915,North Central Region
assam,2020,1,Charaideo ,26316,377000,North Central Region
assam,2020,1,Darrang ,45755,657310,North Central Region
assam,2020,1,Kamrup Metropolitan ,412013,6969131,North Central Region
assam,2020,1,Hailakandi ,36398,486497,North Central Region
assam,2020,1,Barpeta ,116286,2018667,North Central Region
assam,2020,1,Goalpara ,56285,932263,North Central Region
assam,2020,1,Biswanath ,33906,505636,North Central Region
assam,2020,1,Jorhat ,78731,1017227,North Central Region
assam,2020,2,Tinsukia ,101864,1668470,North Central Region
assam,2020,2,Lakhimpur ,67007,1141597,North Central Region
assam,2020,2,Kamrup ,112992,2029206,North Central Region
assam,2020,2,Kokrajhar ,44618,746407,North Central Region
assam,2020,2,Karbi Anglong ,42365,704248,North Central Region
assam,2020,2,Sivasagar ,57871,850780,North Central Region
assam,2020,2,Dibrugarh ,121028,1736840,North Central Region
assam,2020,2,South Salmara Mancachar ,20692,445406,North Central Region
assam,2020,2,Nagaon ,151932,2224207,North Central Region
assam,2020,2,Dhubri ,76285,1307482,North Central Region
assam,2020,2,Golaghat ,74590,1168928,North Central Region
assam,2020,2,Udalguri ,43018,732117,North Central Region
assam,2020,2,Majuli ,10284,174833,North Central Region
assam,2020,2,Sonitpur ,121435,2028604,North Central Region
assam,2020,2,Hojai ,48810,763670,North Central Region
assam,2020,2,Marigaon ,68225,934292,North Central Region
assam,2020,2,Chirang ,26719,500443,North Central Region
assam,2020,2,Cachar ,129067,1825831,North Central Region
assam,2020,2,Nalbari ,52390,870449,North Central Region
assam,2020,2,West Karbi Anglong ,9203,172903,North Central Region
assam,2020,2,Dhemaji ,51815,892291,North Central Region
assam,2020,2,Karimganj ,65059,976163,North Central Region
assam,2020,2,Bongaigaon ,60981,1000552,North Central Region
assam,2020,2,Dima Hasao ,17777,330959,North Central Region
assam,2020,2,Baksa ,56270,1002538,North Central Region
assam,2020,2,Charaideo ,31083,496594,North Central Region
assam,2020,2,Darrang ,54024,882509,North Central Region
assam,2020,2,Kamrup Metropolitan ,457023,5403172,North Central Region
assam,2020,2,Hailakandi ,42932,684891,North Central Region
assam,2020,2,Barpeta ,135525,2542827,North Central Region
assam,2020,2,Goalpara ,67465,1208665,North Central Region
assam,2020,2,Biswanath ,39933,684129,North Central Region
assam,2020,2,Jorhat ,90601,1172921,North Central Region
assam,2020,3,Tinsukia ,113239,1801945,North Central Region
assam,2020,3,Lakhimpur ,74990,1122603,North Central Region
assam,2020,3,Kamrup ,124944,1986835,North Central Region
assam,2020,3,Kokrajhar ,50223,753891,North Central Region
assam,2020,3,Karbi Anglong ,48331,769536,North Central Region
assam,2020,3,Sivasagar ,64581,875260,North Central Region
assam,2020,3,Dibrugarh ,134339,1916894,North Central Region
assam,2020,3,South Salmara Mancachar ,23212,392792,North Central Region
assam,2020,3,Nagaon ,168903,2335984,North Central Region
assam,2020,3,Dhubri ,84816,1270648,North Central Region
assam,2020,3,Golaghat ,83572,1156145,North Central Region
assam,2020,3,Udalguri ,48006,710285,North Central Region
assam,2020,3,Majuli ,11422,168946,North Central Region
assam,2020,3,Sonitpur ,134006,2252989,North Central Region
assam,2020,3,Hojai ,54315,803277,North Central Region
assam,2020,3,Marigaon ,74680,959669,North Central Region
assam,2020,3,Chirang ,29963,469388,North Central Region
assam,2020,3,Cachar ,143851,2043387,North Central Region
assam,2020,3,Nalbari ,57691,787804,North Central Region
assam,2020,3,West Karbi Anglong ,10573,174268,North Central Region
assam,2020,3,Dhemaji ,57998,929304,North Central Region
assam,2020,3,Karimganj ,73939,1127144,North Central Region
assam,2020,3,Bongaigaon ,67790,1060449,North Central Region
assam,2020,3,Dima Hasao ,20222,351724,North Central Region
assam,2020,3,Baksa ,62833,963277,North Central Region
assam,2020,3,Charaideo ,34348,517817,North Central Region
assam,2020,3,Darrang ,59770,881403,North Central Region
assam,2020,3,Kamrup Metropolitan ,499403,6578104,North Central Region
assam,2020,3,Hailakandi ,47910,766195,North Central Region
assam,2020,3,Barpeta ,150166,2675659,North Central Region
assam,2020,3,Goalpara ,75578,1281064,North Central Region
assam,2020,3,Biswanath ,44880,748906,North Central Region
assam,2020,3,Jorhat ,99517,1241686,North Central Region
assam,2020,4,Tinsukia ,124067,2044463,North Central Region
assam,2020,4,Lakhimpur ,82304,1208709,North Central Region
assam,2020,4,Kamrup ,136799,2263290,North Central Region
assam,2020,4,Kokrajhar ,55442,831589,North Central Region
assam,2020,4,Karbi Anglong ,53550,865117,North Central Region
assam,2020,4,Sivasagar ,70764,985812,North Central Region
assam,2020,4,Dibrugarh ,147001,2185614,North Central Region
assam,2020,4,South Salmara Mancachar ,25767,461378,North Central Region
assam,2020,4,Nagaon ,185101,2590478,North Central Region
assam,2020,4,Dhubri ,93699,1419145,North Central Region
assam,2020,4,Golaghat ,91426,1283646,North Central Region
assam,2020,4,Udalguri ,52866,748487,North Central Region
assam,2020,4,Majuli ,12611,173169,North Central Region
assam,2020,4,Sonitpur ,146796,2528689,North Central Region
assam,2020,4,Hojai ,59718,908307,North Central Region
assam,2020,4,Marigaon ,80980,1049790,North Central Region
assam,2020,4,Chirang ,32930,498786,North Central Region
assam,2020,4,Cachar ,158821,2380532,North Central Region
assam,2020,4,Nalbari ,63327,865519,North Central Region
assam,2020,4,West Karbi Anglong ,11694,178676,North Central Region
assam,2020,4,Dhemaji ,63658,988867,North Central Region
assam,2020,4,Karimganj ,82813,1250498,North Central Region
assam,2020,4,Bongaigaon ,74693,1260414,North Central Region
assam,2020,4,Dima Hasao ,22405,399205,North Central Region
assam,2020,4,Baksa ,69004,1015876,North Central Region
assam,2020,4,Charaideo ,37521,552515,North Central Region
assam,2020,4,Darrang ,65570,976895,North Central Region
assam,2020,4,Kamrup Metropolitan ,546458,9734289,North Central Region
assam,2020,4,Hailakandi ,52612,811007,North Central Region
assam,2020,4,Barpeta ,164341,3023683,North Central Region
assam,2020,4,Goalpara ,83715,1529884,North Central Region
assam,2020,4,Biswanath ,49320,836646,North Central Region
assam,2020,4,Jorhat ,108380,1470839,North Central Region
assam,2018,1,Tinsukia ,15998,0,North Central Region
assam,2018,1,Lakhimpur ,8143,0,North Central Region
assam,2018,1,Kamrup ,15241,0,North Central Region
assam,2018,1,Kokrajhar ,6566,0,North Central Region
assam,2018,1,Karbi Anglong ,5694,0,North Central Region
assam,2018,1,Sivasagar ,8292,0,North Central Region
assam,2018,1,Dibrugarh ,21182,0,North Central Region
assam,2018,1,South Salmara Mancachar ,2420,0,North Central Region
assam,2018,1,Nagaon ,19619,0,North Central Region
assam,2018,1,Dhubri ,11421,0,North Central Region
assam,2018,1,Golaghat ,10102,0,North Central Region
assam,2018,1,Udalguri ,4768,0,North Central Region
assam,2018,1,Majuli ,1274,0,North Central Region
assam,2018,1,Sonitpur ,18986,0,North Central Region
assam,2018,1,Hojai ,7571,0,North Central Region
assam,2018,1,Marigaon ,7193,0,North Central Region
assam,2018,1,Chirang ,3487,0,North Central Region
assam,2018,1,Cachar ,19567,0,North Central Region
assam,2018,1,Nalbari ,6874,0,North Central Region
assam,2018,1,West Karbi Anglong ,835,0,North Central Region
assam,2018,1,Dhemaji ,6623,0,North Central Region
assam,2018,1,Karimganj ,7367,0,North Central Region
assam,2018,1,Bongaigaon ,9724,0,North Central Region
assam,2018,1,Dima Hasao ,2245,0,North Central Region
assam,2018,1,Baksa ,6082,0,North Central Region
assam,2018,1,Charaideo ,4366,0,North Central Region
assam,2018,1,Darrang ,8050,0,North Central Region
assam,2018,1,Kamrup Metropolitan ,87336,0,North Central Region
assam,2018,1,Hailakandi ,5700,0,North Central Region
assam,2018,1,Barpeta ,20485,0,North Central Region
assam,2018,1,Goalpara ,10420,0,North Central Region
assam,2018,1,Biswanath ,5164,0,North Central Region
assam,2018,1,Jorhat ,16442,0,North Central Region
assam,2018,2,Tinsukia ,23900,0,North Central Region
assam,2018,2,Lakhimpur ,12719,0,North Central Region
assam,2018,2,Kamrup ,23595,0,North Central Region
assam,2018,2,Kokrajhar ,9480,0,North Central Region
assam,2018,2,Karbi Anglong ,8725,0,North Central Region
assam,2018,2,Sivasagar ,12596,0,North Central Region
assam,2018,2,Dibrugarh ,30527,0,North Central Region
assam,2018,2,South Salmara Mancachar ,3557,0,North Central Region
assam,2018,2,Nagaon ,29412,0,North Central Region
assam,2018,2,Dhubri ,16701,0,North Central Region
assam,2018,2,Golaghat ,15237,0,North Central Region
assam,2018,2,Udalguri ,7691,0,North Central Region
assam,2018,2,Majuli ,1927,0,North Central Region
assam,2018,2,Sonitpur ,28409,0,North Central Region
assam,2018,2,Hojai ,10903,0,North Central Region
assam,2018,2,Marigaon ,11217,0,North Central Region
assam,2018,2,Chirang ,5105,0,North Central Region
assam,2018,2,Cachar ,29381,0,North Central Region
assam,2018,2,Nalbari ,10898,0,North Central Region
assam,2018,2,West Karbi Anglong ,1406,0,North Central Region
assam,2018,2,Dhemaji ,10157,0,North Central Region
assam,2018,2,Karimganj ,11732,0,North Central Region
assam,2018,2,Bongaigaon ,14065,0,North Central Region
assam,2018,2,Dima Hasao ,3404,0,North Central Region
assam,2018,2,Baksa ,9739,0,North Central Region
assam,2018,2,Charaideo ,6693,0,North Central Region
assam,2018,2,Darrang ,11954,0,North Central Region
assam,2018,2,Kamrup Metropolitan ,124720,0,North Central Region
assam,2018,2,Hailakandi ,8687,0,North Central Region
assam,2018,2,Barpeta ,29882,0,North Central Region
assam,2018,2,Goalpara ,14974,0,North Central Region
assam,2018,2,Biswanath ,7970,0,North Central Region
assam,2018,2,Jorhat ,23683,0,North Central Region
assam,2018,3,Tinsukia ,32870,0,North Central Region
assam,2018,3,Lakhimpur ,18337,0,North Central Region
assam,2018,3,Kamrup ,33197,0,North Central Region
assam,2018,3,Kokrajhar ,13164,0,North Central Region
assam,2018,3,Karbi Anglong ,12282,0,North Central Region
assam,2018,3,Sivasagar ,17447,0,North Central Region
assam,2018,3,Dibrugarh ,40711,0,North Central Region
assam,2018,3,South Salmara Mancachar ,4903,0,North Central Region
assam,2018,3,Nagaon ,40687,0,North Central Region
assam,2018,3,Dhubri ,22705,0,North Central Region
assam,2018,3,Golaghat ,21729,0,North Central Region
assam,2018,3,Udalguri ,11213,0,North Central Region
assam,2018,3,Majuli ,2739,0,North Central Region
assam,2018,3,Sonitpur ,38797,0,North Central Region
assam,2018,3,Hojai ,14769,0,North Central Region
assam,2018,3,Marigaon ,15934,0,North Central Region
assam,2018,3,Chirang ,7234,0,North Central Region
assam,2018,3,Cachar ,40888,0,North Central Region
assam,2018,3,Nalbari ,15082,0,North Central Region
assam,2018,3,West Karbi Anglong ,2051,0,North Central Region
assam,2018,3,Dhemaji ,14771,0,North Central Region
assam,2018,3,Karimganj ,17088,0,North Central Region
assam,2018,3,Bongaigaon ,18869,0,North Central Region
assam,2018,3,Dima Hasao ,4860,0,North Central Region
assam,2018,3,Baksa ,14459,0,North Central Region
assam,2018,3,Charaideo ,9516,0,North Central Region
assam,2018,3,Darrang ,16774,0,North Central Region
assam,2018,3,Kamrup Metropolitan ,164101,0,North Central Region
assam,2018,3,Hailakandi ,12471,0,North Central Region
assam,2018,3,Barpeta ,41158,0,North Central Region
assam,2018,3,Goalpara ,20290,0,North Central Region
assam,2018,3,Biswanath ,11572,0,North Central Region
assam,2018,3,Jorhat ,32134,0,North Central Region
assam,2018,4,Tinsukia ,42624,0,North Central Region
assam,2018,4,Lakhimpur ,25253,0,North Central Region
assam,2018,4,Kamrup ,44868,0,North Central Region
assam,2018,4,Kokrajhar ,17317,0,North Central Region
assam,2018,4,Karbi Anglong ,16359,0,North Central Region
assam,2018,4,Sivasagar ,23195,0,North Central Region
assam,2018,4,Dibrugarh ,52539,0,North Central Region
assam,2018,4,South Salmara Mancachar ,6809,0,North Central Region
assam,2018,4,Nagaon ,54395,0,North Central Region
assam,2018,4,Dhubri ,30132,0,North Central Region
assam,2018,4,Golaghat ,28795,0,North Central Region
assam,2018,4,Udalguri ,15637,0,North Central Region
assam,2018,4,Majuli ,3882,0,North Central Region
assam,2018,4,Sonitpur ,51420,0,North Central Region
assam,2018,4,Hojai ,19400,0,North Central Region
assam,2018,4,Marigaon ,21518,0,North Central Region
assam,2018,4,Chirang ,9567,0,North Central Region
assam,2018,4,Cachar ,53209,0,North Central Region
assam,2018,4,Nalbari ,20512,0,North Central Region
assam,2018,4,West Karbi Anglong ,2925,0,North Central Region
assam,2018,4,Dhemaji ,19530,0,North Central Region
assam,2018,4,Karimganj ,23348,0,North Central Region
assam,2018,4,Bongaigaon ,24766,0,North Central Region
assam,2018,4,Dima Hasao ,6483,0,North Central Region
assam,2018,4,Baksa ,20047,0,North Central Region
assam,2018,4,Charaideo ,12563,0,North Central Region
assam,2018,4,Darrang ,22235,0,North Central Region
assam,2018,4,Kamrup Metropolitan ,214212,0,North Central Region
assam,2018,4,Hailakandi ,16753,0,North Central Region
assam,2018,4,Barpeta ,55068,0,North Central Region
assam,2018,4,Goalpara ,27280,0,North Central Region
assam,2018,4,Biswanath ,15480,0,North Central Region
assam,2018,4,Jorhat ,41100,0,North Central Region
meghalaya,2022,1,North Garo Hills ,8795,1305426,North Central Region
meghalaya,2022,1,South West Khasi Hills ,2130,919454,North Central Region
meghalaya,2022,1,West Garo Hills ,55028,5145619,North Central Region
meghalaya,2022,1,South Garo Hills ,7508,1362153,North Central Region
meghalaya,2022,1,East Jaintia Hills ,18301,2282567,North Central Region
meghalaya,2022,1,South West Garo Hills ,8758,1573185,North Central Region
meghalaya,2022,1,East Khasi Hills ,102838,3580903,North Central Region
meghalaya,2022,1,East Garo Hills ,8578,1693715,North Central Region
meghalaya,2022,1,Ribhoi ,25112,2465091,North Central Region
meghalaya,2022,1,West Jaintia Hills ,11952,1483829,North Central Region
meghalaya,2022,1,West Khasi Hills ,6839,1822164,North Central Region
meghalaya,2022,2,North Garo Hills ,9312,1591079,North Central Region
meghalaya,2022,2,South West Khasi Hills ,2239,967828,North Central Region
meghalaya,2022,2,West Garo Hills ,58178,5515309,North Central Region
meghalaya,2022,2,South Garo Hills ,7922,1552068,North Central Region
meghalaya,2022,2,East Jaintia Hills ,19314,2579775,North Central Region
meghalaya,2022,2,South West Garo Hills ,9266,2085169,North Central Region
meghalaya,2022,2,East Khasi Hills ,108330,4295381,North Central Region
meghalaya,2022,2,East Garo Hills ,9052,1824456,North Central Region
meghalaya,2022,2,Ribhoi ,26541,3111276,North Central Region
meghalaya,2022,2,West Jaintia Hills ,12593,1661994,North Central Region
meghalaya,2022,2,West Khasi Hills ,7196,2274657,North Central Region
meghalaya,2022,3,North Garo Hills ,9773,1455727,North Central Region
meghalaya,2022,3,South West Khasi Hills ,2308,1476090,North Central Region
meghalaya,2022,3,West Garo Hills ,61273,6088916,North Central Region
meghalaya,2022,3,South Garo Hills ,8265,1884547,North Central Region
meghalaya,2022,3,East Jaintia Hills ,20320,2781426,North Central Region
meghalaya,2022,3,South West Garo Hills ,9735,1989507,North Central Region
meghalaya,2022,3,East Khasi Hills ,113816,5964535,North Central Region
meghalaya,2022,3,East Garo Hills ,9484,2483744,North Central Region
meghalaya,2022,3,Ribhoi ,27844,4219195,North Central Region
meghalaya,2022,3,West Jaintia Hills ,13176,1931694,North Central Region
meghalaya,2022,3,West Khasi Hills ,7493,2320754,North Central Region
meghalaya,2022,4,North Garo Hills ,10145,337500,North Central Region
meghalaya,2022,4,South West Khasi Hills ,2366,71535,North Central Region
meghalaya,2022,4,West Garo Hills ,63792,2577134,North Central Region
meghalaya,2022,4,South Garo Hills ,8553,345912,North Central Region
meghalaya,2022,4,East Jaintia Hills ,21201,1128114,North Central Region
meghalaya,2022,4,South West Garo Hills ,10062,354549,North Central Region
meghalaya,2022,4,East Khasi Hills ,118978,2783731,North Central Region
meghalaya,2022,4,East Garo Hills ,9846,353379,North Central Region
meghalaya,2022,4,Ribhoi ,29041,1539014,North Central Region
meghalaya,2022,4,West Jaintia Hills ,13633,372211,North Central Region
meghalaya,2022,4,West Khasi Hills ,7705,242845,North Central Region
meghalaya,2019,1,North Garo Hills ,1482,0,North Central Region
meghalaya,2019,1,South West Khasi Hills ,329,0,North Central Region
meghalaya,2019,1,West Garo Hills ,12932,0,North Central Region
meghalaya,2019,1,South Garo Hills ,1296,0,North Central Region
meghalaya,2019,1,East Jaintia Hills ,4643,0,North Central Region
meghalaya,2019,1,South West Garo Hills ,1434,0,North Central Region
meghalaya,2019,1,East Khasi Hills ,27937,0,North Central Region
meghalaya,2019,1,East Garo Hills ,1424,0,North Central Region
meghalaya,2019,1,Ribhoi ,6543,0,North Central Region
meghalaya,2019,1,West Jaintia Hills ,2276,0,North Central Region
meghalaya,2019,1,West Khasi Hills ,1191,0,North Central Region
meghalaya,2019,2,North Garo Hills ,1965,8905,North Central Region
meghalaya,2019,2,South West Khasi Hills ,448,2506,North Central Region
meghalaya,2019,2,West Garo Hills ,15673,72876,North Central Region
meghalaya,2019,2,South Garo Hills ,1640,7558,North Central Region
meghalaya,2019,2,East Jaintia Hills ,5580,38147,North Central Region
meghalaya,2019,2,South West Garo Hills ,1902,9442,North Central Region
meghalaya,2019,2,East Khasi Hills ,33377,175058,North Central Region
meghalaya,2019,2,East Garo Hills ,1855,9573,North Central Region
meghalaya,2019,2,Ribhoi ,7894,51958,North Central Region
meghalaya,2019,2,West Jaintia Hills ,2846,11316,North Central Region
meghalaya,2019,2,West Khasi Hills ,1566,8425,North Central Region
meghalaya,2019,3,North Garo Hills ,2403,32901,North Central Region
meghalaya,2019,3,South West Khasi Hills ,521,10278,North Central Region
meghalaya,2019,3,West Garo Hills ,18509,258510,North Central Region
meghalaya,2019,3,South Garo Hills ,2020,27451,North Central Region
meghalaya,2019,3,East Jaintia Hills ,6371,131205,North Central Region
meghalaya,2019,3,South West Garo Hills ,2306,36115,North Central Region
meghalaya,2019,3,East Khasi Hills ,38761,608108,North Central Region
meghalaya,2019,3,East Garo Hills ,2313,32036,North Central Region
meghalaya,2019,3,Ribhoi ,9007,185794,North Central Region
meghalaya,2019,3,West Jaintia Hills ,3346,38914,North Central Region
meghalaya,2019,3,West Khasi Hills ,1838,26502,North Central Region
meghalaya,2019,4,North Garo Hills ,2871,39381,North Central Region
meghalaya,2019,4,South West Khasi Hills ,619,12271,North Central Region
meghalaya,2019,4,West Garo Hills ,21300,279541,North Central Region
meghalaya,2019,4,South Garo Hills ,2434,30886,North Central Region
meghalaya,2019,4,East Jaintia Hills ,7343,145362,North Central Region
meghalaya,2019,4,South West Garo Hills ,2757,41158,North Central Region
meghalaya,2019,4,East Khasi Hills ,43484,626975,North Central Region
meghalaya,2019,4,East Garo Hills ,2788,37883,North Central Region
meghalaya,2019,4,Ribhoi ,10308,204050,North Central Region
meghalaya,2019,4,West Jaintia Hills ,3946,47102,North Central Region
meghalaya,2019,4,West Khasi Hills ,2180,25933,North Central Region
meghalaya,2021,1,North Garo Hills ,6392,87414,North Central Region
meghalaya,2021,1,South West Khasi Hills ,1479,25803,North Central Region
meghalaya,2021,1,West Garo Hills ,40993,624759,North Central Region
meghalaya,2021,1,South Garo Hills ,5439,81330,North Central Region
meghalaya,2021,1,East Jaintia Hills ,13460,304466,North Central Region
meghalaya,2021,1,South West Garo Hills ,6276,81312,North Central Region
meghalaya,2021,1,East Khasi Hills ,78429,1079909,North Central Region
meghalaya,2021,1,East Garo Hills ,6237,84371,North Central Region
meghalaya,2021,1,Ribhoi ,18641,402509,North Central Region
meghalaya,2021,1,West Jaintia Hills ,8665,98578,North Central Region
meghalaya,2021,1,West Khasi Hills ,4858,68575,North Central Region
meghalaya,2021,2,North Garo Hills ,6951,373360,North Central Region
meghalaya,2021,2,South West Khasi Hills ,1616,186895,North Central Region
meghalaya,2021,2,West Garo Hills ,44151,1729335,North Central Region
meghalaya,2021,2,South Garo Hills ,5922,423241,North Central Region
meghalaya,2021,2,East Jaintia Hills ,14530,750075,North Central Region
meghalaya,2021,2,South West Garo Hills ,6835,368339,North Central Region
meghalaya,2021,2,East Khasi Hills ,84124,1511469,North Central Region
meghalaya,2021,2,East Garo Hills ,6754,388838,North Central Region
meghalaya,2021,2,Ribhoi ,20098,773596,North Central Region
meghalaya,2021,2,West Jaintia Hills ,9409,426978,North Central Region
meghalaya,2021,2,West Khasi Hills ,5296,358678,North Central Region
meghalaya,2021,3,North Garo Hills ,7584,514829,North Central Region
meghalaya,2021,3,South West Khasi Hills ,1802,266385,North Central Region
meghalaya,2021,3,West Garo Hills ,47869,2349399,North Central Region
meghalaya,2021,3,South Garo Hills ,6442,552240,North Central Region
meghalaya,2021,3,East Jaintia Hills ,15847,986899,North Central Region
meghalaya,2021,3,South West Garo Hills ,7531,527856,North Central Region
meghalaya,2021,3,East Khasi Hills ,90505,2044296,North Central Region
meghalaya,2021,3,East Garo Hills ,7389,652951,North Central Region
meghalaya,2021,3,Ribhoi ,21875,973925,North Central Region
meghalaya,2021,3,West Jaintia Hills ,10337,591674,North Central Region
meghalaya,2021,3,West Khasi Hills ,5884,492502,North Central Region
meghalaya,2021,4,North Garo Hills ,8212,217752,North Central Region
meghalaya,2021,4,South West Khasi Hills ,1986,47102,North Central Region
meghalaya,2021,4,West Garo Hills ,51617,1414661,North Central Region
meghalaya,2021,4,South Garo Hills ,7005,153237,North Central Region
meghalaya,2021,4,East Jaintia Hills ,17115,672885,North Central Region
meghalaya,2021,4,South West Garo Hills ,8197,209067,North Central Region
meghalaya,2021,4,East Khasi Hills ,96942,1850500,North Central Region
meghalaya,2021,4,East Garo Hills ,8015,210176,North Central Region
meghalaya,2021,4,Ribhoi ,23562,898927,North Central Region
meghalaya,2021,4,West Jaintia Hills ,11189,221642,North Central Region
meghalaya,2021,4,West Khasi Hills ,6428,152645,North Central Region
meghalaya,2020,1,North Garo Hills ,3311,45211,North Central Region
meghalaya,2020,1,South West Khasi Hills ,724,14636,North Central Region
meghalaya,2020,1,West Garo Hills ,24124,338577,North Central Region
meghalaya,2020,1,South Garo Hills ,2810,43923,North Central Region
meghalaya,2020,1,East Jaintia Hills ,8368,174603,North Central Region
meghalaya,2020,1,South West Garo Hills ,3234,50775,North Central Region
meghalaya,2020,1,East Khasi Hills ,49251,671640,North Central Region
meghalaya,2020,1,East Garo Hills ,3251,47574,North Central Region
meghalaya,2020,1,Ribhoi ,11689,234367,North Central Region
meghalaya,2020,1,West Jaintia Hills ,4530,59509,North Central Region
meghalaya,2020,1,West Khasi Hills ,2522,35396,North Central Region
meghalaya,2020,2,North Garo Hills ,4318,75310,North Central Region
meghalaya,2020,2,South West Khasi Hills ,934,21859,North Central Region
meghalaya,2020,2,West Garo Hills ,29492,479767,North Central Region
meghalaya,2020,2,South Garo Hills ,3590,61880,North Central Region
meghalaya,2020,2,East Jaintia Hills ,9695,208825,North Central Region
meghalaya,2020,2,South West Garo Hills ,4266,89389,North Central Region
meghalaya,2020,2,East Khasi Hills ,57322,821770,North Central Region
meghalaya,2020,2,East Garo Hills ,4132,73258,North Central Region
meghalaya,2020,2,Ribhoi ,13550,231180,North Central Region
meghalaya,2020,2,West Jaintia Hills ,5717,87706,North Central Region
meghalaya,2020,2,West Khasi Hills ,3195,54309,North Central Region
meghalaya,2020,3,North Garo Hills ,5242,81708,North Central Region
meghalaya,2020,3,South West Khasi Hills ,1169,22236,North Central Region
meghalaya,2020,3,West Garo Hills ,34201,541797,North Central Region
meghalaya,2020,3,South Garo Hills ,4370,72019,North Central Region
meghalaya,2020,3,East Jaintia Hills ,11084,213957,North Central Region
meghalaya,2020,3,South West Garo Hills ,5082,86439,North Central Region
meghalaya,2020,3,East Khasi Hills ,65268,878005,North Central Region
meghalaya,2020,3,East Garo Hills ,5002,81354,North Central Region
meghalaya,2020,3,Ribhoi ,15427,256534,North Central Region
meghalaya,2020,3,West Jaintia Hills ,6997,95731,North Central Region
meghalaya,2020,3,West Khasi Hills ,3899,54754,North Central Region
meghalaya,2020,4,North Garo Hills ,5914,92098,North Central Region
meghalaya,2020,4,South West Khasi Hills ,1364,26083,North Central Region
meghalaya,2020,4,West Garo Hills ,37988,606770,North Central Region
meghalaya,2020,4,South Garo Hills ,5006,78371,North Central Region
meghalaya,2020,4,East Jaintia Hills ,12337,244254,North Central Region
meghalaya,2020,4,South West Garo Hills ,5772,90481,North Central Region
meghalaya,2020,4,East Khasi Hills ,72639,1022983,North Central Region
meghalaya,2020,4,East Garo Hills ,5777,92633,North Central Region
meghalaya,2020,4,Ribhoi ,17198,324447,North Central Region
meghalaya,2020,4,West Jaintia Hills ,7968,105256,North Central Region
meghalaya,2020,4,West Khasi Hills ,4484,62541,North Central Region
meghalaya,2018,1,North Garo Hills ,254,0,North Central Region
meghalaya,2018,1,South West Khasi Hills ,55,0,North Central Region
meghalaya,2018,1,West Garo Hills ,3671,0,North Central Region
meghalaya,2018,1,South Garo Hills ,343,0,North Central Region
meghalaya,2018,1,East Jaintia Hills ,1419,0,North Central Region
meghalaya,2018,1,South West Garo Hills ,299,0,North Central Region
meghalaya,2018,1,East Khasi Hills ,9310,0,North Central Region
meghalaya,2018,1,East Garo Hills ,236,0,North Central Region
meghalaya,2018,1,Ribhoi ,1891,0,North Central Region
meghalaya,2018,1,West Jaintia Hills ,736,0,North Central Region
meghalaya,2018,1,West Khasi Hills ,299,0,North Central Region
meghalaya,2018,2,North Garo Hills ,445,0,North Central Region
meghalaya,2018,2,South West Khasi Hills ,110,0,North Central Region
meghalaya,2018,2,West Garo Hills ,5289,0,North Central Region
meghalaya,2018,2,South Garo Hills ,530,0,North Central Region
meghalaya,2018,2,East Jaintia Hills ,2051,0,North Central Region
meghalaya,2018,2,South West Garo Hills ,485,0,North Central Region
meghalaya,2018,2,East Khasi Hills ,12907,0,North Central Region
meghalaya,2018,2,East Garo Hills ,437,0,North Central Region
meghalaya,2018,2,Ribhoi ,2869,0,North Central Region
meghalaya,2018,2,West Jaintia Hills ,1023,0,North Central Region
meghalaya,2018,2,West Khasi Hills ,472,0,North Central Region
meghalaya,2018,3,North Garo Hills ,737,0,North Central Region
meghalaya,2018,3,South West Khasi Hills ,177,0,North Central Region
meghalaya,2018,3,West Garo Hills ,7529,0,North Central Region
meghalaya,2018,3,South Garo Hills ,821,0,North Central Region
meghalaya,2018,3,East Jaintia Hills ,2886,0,North Central Region
meghalaya,2018,3,South West Garo Hills ,810,0,North Central Region
